dataset_index,stops,load,len_m,cost_m,energy_net_Wh,energy_gross_Wh,energy_regen_Wh,charge_cnt,charge_time_h,feasible,dataset_index
24,262,300,26490.36225,26543.97506,6403.920573,6596.380169,193.3383804,0,0,True,24
24,280,300,16428.30131,16447.64164,3848.175446,3871.863111,23.68766441,0,0,True,24
24,295,300,20688.96048,20759.91866,4935.900963,5063.609123,129.4494002,0,0,True,24
24,241,300,31872.03826,31621.88393,7728.39197,7937.859434,210.4945013,0,0,True,24
25,212,300,22009.78309,22021.16608,5249.734552,5302.083409,52.34885652,0,0,True,25
25,282,300,25438.43554,25476.28923,6089.812771,6152.075032,62.26226108,0,0,True,25
25,296,300,22788.4095,22871.14177,5658.566308,5785.380117,131.3621821,0,0,True,25
25,267,282,22653.57456,22773.31878,5668.693616,5846.393617,178.3232876,0,0,True,25
25,262,300,27254.69363,27275.76233,6473.730545,6558.70978,85.0379034,0,0,True,25
25,153,300,14710.15389,14847.93842,3977.807051,4100.429089,123.1885471,0,0,True,25
26,224,300,30177.59929,30157.08741,7175.51043,8121.971621,1137.463551,0,0,True,26
26,137,300,18657.83497,18624.44471,4350.213943,4459.849893,118.7403712,0,0,True,26
26,202,300,34222.22346,33674.10063,9116.03203,9681.3484,868.4873599,0,0,True,26
26,241,300,33623.67907,32883.04273,7849.160977,8434.399009,1912.952695,0,0,True,26
26,216,300,20185.98454,20258.5789,5070.160837,5265.858489,204.6583858,0,0,True,26
26,248,300,26036.70061,25450.83365,5891.461377,6065.614401,1189.890724,0,0,True,26
26,249,300,40853.48942,40443.08399,9723.519723,9889.700059,348.0864311,0,0,True,26
26,228,300,23579.84499,23059.30869,5639.64174,5834.617856,195.2939615,0,0,True,26
26,254,300,17777.67481,17907.84856,4284.068815,4610.613735,342.5586409,0,0,True,26
26,229,300,24855.19576,23216.95154,7480.016012,8328.885602,1202.213318,0,0,True,26
26,285,300,31780.50333,31031.08461,8348.873948,8710.757846,492.0243353,0,0,True,26
26,265,300,34777.97317,34620.57121,9920.983312,10402.10149,1523.352871,0,0,True,26
26,197,300,24636.71425,24253.36237,6728.571331,7207.096849,662.0836561,0,0,True,26
26,222,300,24266.56821,24368.40484,6321.930327,6536.351,221.5639658,0,0,True,26
26,141,246,35837.21945,35794.51581,8417.033392,9690.650567,1652.050007,0,0,True,26
26,257,300,29836.99896,29553.55034,7861.226343,8641.645731,1032.045106,0,0,True,26
26,282,300,34391.28506,34458.13098,8473.41109,9159.017317,827.0708761,0,0,True,26
26,255,300,17209.90558,17304.53112,4475.632203,4654.975209,185.201103,0,0,True,26
26,76,300,12140.66046,11824.1889,2907.525681,3080.338649,174.8606928,0,0,True,26
26,237,300,25489.89092,25534.30182,6206.371405,6395.049478,195.2633376,0,0,True,26
26,234,300,28155.3639,27157.83303,6251.323234,6609.659859,994.7203621,0,0,True,26
26,290,300,21518.94,21304.88657,5757.614434,6114.117865,373.7703552,0,0,True,26
26,224,300,23901.77505,23920.65688,5749.479371,6000.359286,269.5553648,0,0,True,26
26,238,300,30317.1271,29356.43872,8047.378645,8934.909326,1317.273765,0,0,True,26
26,196,300,33442.69142,32614.21148,8533.737394,10069.90804,1729.444919,0,0,True,26
26,249,300,57292.75717,55295.21142,15510.94918,17804.83202,3816.375245,0,0,True,26
26,253,300,40900.82554,38546.87674,10482.59168,11884.84726,1926.299734,0,0,True,26
26,235,300,36175.25986,36007.75223,8250.347257,8379.017107,276.7848628,0,0,True,26
26,221,300,36276.37797,36214.29366,8371.661917,8531.202677,258.8328225,0,0,True,26
26,263,300,21699.85727,21319.07534,5478.520542,5822.227889,347.6693969,0,0,True,26
26,221,300,34291.33784,34607.27817,8917.91638,10434.19341,2778.154965,0,0,True,26
26,273,300,29259.01676,28658.13881,7253.578341,7611.831786,459.4001087,0,0,True,26
26,259,300,21059.2219,20994.03414,6076.568096,6514.028382,449.7652264,0,0,True,26
26,263,300,24632.83905,25685.95663,11026.51669,11331.36457,3140.785919,0,0,True,26
26,237,300,21645.0791,21611.04329,5024.57344,5209.994154,195.266086,0,0,True,26
27,235,300,16820.21632,16310.58107,7354.208369,8107.480292,1505.419734,0,0,True,27
27,149,165,13491.02602,13559.16757,4467.716145,4884.97621,652.8444504,0,0,True,27
27,234,248,19586.3956,19490.2456,7628.477139,8183.663348,804.7877529,0,0,True,27
27,189,241,15782.45227,15240.06083,4942.688337,5348.732206,763.1524921,0,0,True,27
27,257,299,24258.07095,23533.39722,7424.091422,8104.441837,959.0656681,0,0,True,27
27,6,1357,7186.749179,6454.465693,2511.929592,2725.810727,456.9894886,0,0,True,27
27,138,166,9630.900966,9741.205621,3380.911715,3676.425643,408.4235634,0,0,True,27
27,256,300,20404.35651,19563.5061,6595.173105,7207.94455,797.753619,0,0,True,27
27,91,155,12359.70664,12245.96287,3514.696173,3982.449237,633.4494659,0,0,True,27
27,154,300,18246.6563,17423.84245,5695.987952,6185.696455,757.1139678,0,0,True,27
27,120,143,8695.534693,9067.787793,4440.826219,4848.664315,875.7856445,0,0,True,27
27,205,291,21141.43511,19807.08845,6311.928245,6929.266712,873.2489054,0,0,True,27
27,145,147,15843.91754,14951.33688,5356.680987,5854.634571,676.3100761,0,0,True,27
27,248,296,19064.83649,18406.25937,5767.275805,6302.531385,751.3325554,0,0,True,27
27,192,300,17405.81062,16833.67758,5423.906222,5859.080689,655.872913,0,0,True,27
27,95,156,9280.030816,9195.451696,2867.10359,3248.90825,543.3592072,0,0,True,27
27,209,234,16798.2631,16477.83016,4761.203628,5352.068759,880.4860695,0,0,True,27
27,170,300,17156.55438,16761.09826,7039.355144,7879.380514,1613.876183,0,0,True,27
28,272,300,33072.69026,33103.57105,8068.998432,8428.691362,396.5701562,0,0,True,28
28,212,300,25536.45576,24015.91135,6789.994505,7820.447776,1349.250349,0,0,True,28
28,207,263,28837.00672,28656.29208,7014.243918,7350.270681,375.2240292,0,0,True,28
28,254,300,30552.83015,29534.62981,8400.667745,9261.311521,1013.367452,0,0,True,28
28,219,300,29921.87686,28248.12017,9114.332349,10450.06774,1624.418473,0,0,True,28
28,96,300,13085.38882,13017.77567,3262.801467,3378.531231,151.1110689,0,0,True,28
28,234,300,26741.53487,26751.23885,7044.669381,7366.925774,362.1359219,0,0,True,28
28,230,300,31821.28985,31870.33238,8933.448667,9524.934658,656.0311315,0,0,True,28
28,216,297,15679.90769,15749.29545,4027.061284,4466.110999,536.041925,0,0,True,28
29,228,300,20814.79964,20876.10737,5141.324162,5364.350284,224.566425,0,0,True,29
29,185,300,15637.51625,15663.41473,3694.196317,3748.100131,53.90381362,0,0,True,29
29,199,300,23587.53926,23664.58341,5969.456036,6346.723868,399.7593938,0,0,True,29
29,256,300,34289.91069,34315.98192,8137.250932,8258.78374,123.2438246,0,0,True,29
29,293,300,27615.85999,27663.6864,6516.994778,6656.621052,139.8935799,0,0,True,29
29,197,300,20876.82419,20968.5749,5120.626359,5403.967991,290.0311459,0,0,True,29
29,222,300,18190.05116,18259.65942,4448.880298,4587.553814,140.0736512,0,0,True,29
29,80,300,14541.89278,14568.46706,3415.784792,3463.891691,48.10689955,0,0,True,29
29,179,300,22960.51369,23020.5538,5448.043068,5545.359741,97.31667225,0,0,True,29
29,232,300,32135.11242,32261.22079,8223.528235,8434.543456,229.854884,0,0,True,29
29,247,300,23570.95224,23649.22505,5648.652727,5854.078772,209.4329396,0,0,True,29
29,185,300,26192.90279,26273.64331,6664.394229,6968.870675,312.3437238,0,0,True,29
29,193,300,15376.63015,15398.7195,3631.619066,3693.773363,62.16355031,0,0,True,29
29,250,300,20841.65177,20866.13617,4990.792141,5060.327023,69.53488178,0,0,True,29
29,254,300,28518.14169,28361.79971,6905.781383,7186.864201,287.8104764,0,0,True,29
29,73,84,13199.00804,13285.64483,3707.310499,4036.668078,365.3386235,0,0,True,29
29,237,286,32682.33674,32468.09612,8084.679488,8409.777785,340.8961849,0,0,True,29
29,252,300,28053.69589,27886.43848,6937.329294,7324.868159,411.6043897,0,0,True,29
29,260,300,31154.8015,31214.64701,7342.312849,7468.466646,126.3587429,0,0,True,29
29,228,300,26726.58532,26794.36871,6532.96834,6699.604902,169.902998,0,0,True,29
29,164,300,27723.0204,27777.66904,6571.084611,6696.495238,127.1450226,0,0,True,29
29,169,300,22569.85708,22397.68536,6259.12773,6624.457563,403.5524441,0,0,True,29
29,126,300,15915.07563,15870.88394,3813.774827,4025.678413,213.8890393,0,0,True,29
29,226,300,36550.30606,36612.84473,8616.362086,8791.574495,175.230071,0,0,True,29
29,215,300,23144.53055,23277.33199,5743.388826,5988.526324,257.0563126,0,0,True,29
29,261,300,19763.42694,19811.9618,4702.799778,4770.524597,68.1975364,0,0,True,29
29,213,300,22106.6562,22280.81646,5707.82414,5995.812447,302.4842134,0,0,True,29
29,129,300,16450.26158,16321.92099,3852.31137,4075.813526,224.7840209,0,0,True,29
29,236,300,30508.84177,30606.43946,7472.024689,7621.689223,149.7429022,0,0,True,29
30,229,300,26339.47209,26313.31056,6344.960691,6501.598349,157.7038157,0,0,True,30
30,251,286,18965.07848,18786.29585,5552.202254,5972.812651,498.3047644,0,0,True,30
30,268,300,16957.54768,16962.74645,4265.051231,4451.424885,189.684656,0,0,True,30
30,249,300,30251.03121,30166.45961,7095.879165,7240.130495,144.9690789,0,0,True,30
30,283,300,30909.70711,30872.33264,7342.368463,7463.932567,122.3315483,0,0,True,30
30,235,300,20380.38702,20336.603,4786.905793,5004.892455,218.4306628,0,0,True,30
30,221,292,24764.9473,24599.89637,6237.125511,6741.04456,545.6985171,0,0,True,30
30,101,163,12875.38658,12728.54177,3277.767408,3625.490754,381.7287786,0,0,True,30
30,254,267,32690.99804,32595.81485,7794.137219,8039.246829,247.9660861,0,0,True,30
30,254,300,30365.8531,30308.20867,7188.68585,7276.791156,88.72524796,0,0,True,30
30,226,300,20472.3292,20441.87093,5281.231885,5654.022801,386.4428732,0,0,True,30
31,255,300,17772.95588,17790.09645,4139.073557,4165.122812,26.04925542,0,0,True,31
31,272,300,23590.95027,23504.44845,5882.006757,6120.607949,268.5346918,0,0,True,31
31,126,300,19342.80635,19173.88059,4539.141349,4702.098056,164.0790524,0,0,True,31
31,228,261,28219.92849,28126.23834,7453.094932,7997.554344,726.5445019,0,0,True,31
31,275,300,22723.78656,22798.83398,5468.435292,5603.936029,135.7096007,0,0,True,31
31,274,300,21919.15851,21962.51052,5194.574116,5248.856167,54.89610779,0,0,True,31
31,213,300,23847.63422,24000.41583,5897.624358,6402.493511,566.0755473,0,0,True,31
31,275,300,22502.9392,22485.20428,5310.557155,5412.954069,103.0200521,0,0,True,31
31,283,300,25978.2403,25352.56178,7586.621725,8171.624096,883.28318,0,0,True,31
31,243,300,18639.27793,18649.70678,4388.265149,4511.536469,124.016225,0,0,True,31
32,250,300,34556.90855,33738.16666,8041.341243,9122.06408,1147.720654,0,0,True,32
32,279,300,22197.97645,21094.62289,8603.167003,9619.722291,1689.90196,0,0,True,32
32,264,300,21034.46649,19808.6504,5865.571656,7168.606181,1908.909963,0,0,True,32
32,223,300,23240.83311,23224.94905,5873.943039,6734.265341,934.0474651,0,0,True,32
32,286,300,20943.00245,20915.69626,6454.131597,7150.26308,1099.697414,0,0,True,32
32,281,300,16583.83716,16875.60978,5270.35293,5786.559836,641.772261,0,0,True,32
32,195,244,23707.20607,23662.29223,6623.761763,7571.233891,1086.476959,0,0,True,32
32,227,300,20774.05519,20809.91809,7215.20631,8206.799583,1388.36326,0,0,True,32
32,167,300,19150.04334,18868.67249,5644.812565,6486.159389,1047.678164,0,0,True,32
33,112,300,13017.13217,13232.16026,4218.851743,4679.760846,498.2804083,0,0,True,33
33,257,300,24261.31476,23547.93946,6327.323948,7749.534971,2088.696704,0,0,True,33
33,261,300,25924.30345,25222.71118,6574.32035,7829.775109,1576.22226,0,0,True,33
33,201,259,20018.7848,19682.83311,4741.091329,5478.686758,1025.383389,0,0,True,33
33,238,300,25400.58678,25388.52774,7313.97886,7979.802409,732.939842,0,0,True,33
33,205,300,19517.94252,19469.95164,5310.795781,5625.315669,340.7145431,0,0,True,33
33,166,300,12843.94283,13033.03387,3667.112295,4059.824931,428.4264452,0,0,True,33
33,209,237,28484.54063,28238.27524,6835.53844,7542.241511,759.9674007,0,0,True,33
33,264,300,28002.7381,27563.73884,8245.809723,9487.939743,1631.916532,0,0,True,33
33,263,300,23713.1074,23453.12024,6270.748464,7489.098697,1813.09263,0,0,True,33
33,231,300,20044.23582,20112.34741,5812.597514,6519.242659,827.5029377,0,0,True,33
33,283,300,30254.38546,28514.988,9330.976794,10556.73153,1407.596771,0,0,True,33
34,128,300,20288.89261,20271.60469,5238.317648,5989.338051,870.645652,0,0,True,34
34,227,300,19457.50955,19533.84293,4991.145034,5265.011136,280.0308083,0,0,True,34
34,217,300,18177.90074,18301.42271,4988.268654,5276.005554,291.2762956,0,0,True,34
34,96,300,15910.73467,15832.47292,3718.256009,3944.308473,230.9358896,0,0,True,34
34,112,300,13645.97468,13640.6011,3719.389118,4099.72798,455.771949,0,0,True,34
34,162,300,24153.21501,24126.13465,5915.00919,6175.391082,262.1096326,0,0,True,34
34,237,300,19916.19939,20062.77637,5077.594554,5510.33649,450.6803813,0,0,True,34
34,177,300,24333.04755,24250.29529,7284.989429,7649.093622,468.6865384,0,0,True,34
34,238,300,22682.06274,22622.92332,5680.035954,5965.900378,289.4491992,0,0,True,34
34,187,300,31651.61767,31389.76388,8275.974599,8867.041036,829.5419264,0,0,True,34
34,193,300,28556.64091,27404.93773,7150.113144,7754.677721,671.7634165,0,0,True,34
34,197,300,15141.88605,15163.47442,3671.174055,3753.520528,84.14416208,0,0,True,34
34,219,300,18521.40659,18613.08809,5002.631549,5432.955459,489.9925965,0,0,True,34
34,113,300,13303.82681,13250.66729,3255.383963,3472.077092,222.5846575,0,0,True,34
34,235,300,32325.17771,32397.38886,7986.808339,8377.042362,400.7613721,0,0,True,34
34,228,300,20567.03288,20724.25106,5162.362758,5429.859387,268.9032897,0,0,True,34
34,176,300,24310.76041,23726.56649,7014.835598,7723.411192,875.5604243,0,0,True,34
34,268,300,21527.55688,21579.97869,5988.833898,6553.885989,594.6479738,0,0,True,34
34,200,300,16818.58743,16963.54301,4336.105374,4610.134241,279.4958629,0,0,True,34
34,215,300,17200.18588,17135.77329,4359.748418,4661.943671,314.8060776,0,0,True,34
34,186,300,19559.77037,19678.17225,5333.794668,5698.842843,377.7591841,0,0,True,34
34,210,300,23331.29204,22636.446,7079.51147,8170.255231,1430.92052,0,0,True,34
34,208,300,19390.12264,19224.32661,4692.777174,4858.597324,167.4029613,0,0,True,34
34,192,300,25127.8292,25136.00752,6356.911694,6699.545654,350.4486873,0,0,True,34
34,193,300,23447.60361,23673.8476,6168.703313,6707.825457,588.9978986,0,0,True,34
34,223,300,27469.70006,27412.51805,7110.786061,7541.451337,439.535433,0,0,True,34
34,169,300,21140.48647,21481.5843,7483.920193,8307.90873,1058.460833,0,0,True,34
34,124,300,15157.26824,15154.45052,3638.406091,3856.749685,223.3610229,0,0,True,34
34,235,300,20851.99692,20826.86991,5333.383631,5696.575601,370.9911959,0,0,True,34
34,226,300,27227.58466,26230.9957,8067.358226,8819.412808,955.7250072,0,0,True,34
34,204,300,28773.71306,28845.42768,7825.3687,8608.061663,877.3877872,0,0,True,34
34,176,300,19495.6053,19240.28959,5096.346647,5671.0701,590.5116945,0,0,True,34
34,236,300,18006.80651,18041.78492,4365.1565,4633.873095,274.678743,0,0,True,34
34,202,286,35865.41952,35162.77184,9116.524367,9794.284258,901.4236816,0,0,True,34
35,243,300,28462.08254,28268.16192,7215.164387,7831.364192,676.5990743,0,0,True,35
35,210,300,27748.56105,27519.78027,7381.815973,7950.417654,611.9563536,0,0,True,35
35,260,300,30487.39062,30318.46053,7842.987812,8406.913421,610.2248807,0,0,True,35
35,218,300,17701.29146,17765.87841,4281.846429,4403.259996,129.274552,0,0,True,35
35,191,300,35360.0833,34938.70007,9596.652313,10242.89715,689.3863569,0,0,True,35
35,251,300,32935.3799,32746.1466,8400.376467,9115.927261,784.4803104,0,0,True,35
35,202,300,26318.65822,26103.94336,6172.272246,6479.49938,323.7060234,0,0,True,35
35,179,239,35330.48292,34299.50528,9129.049511,9898.449277,838.7218393,0,0,True,35
35,267,300,30992.90769,30646.75086,7635.563992,8050.771958,441.024677,0,0,True,35
35,242,300,38780.86892,38192.23379,9682.449577,10004.82374,343.0474892,0,0,True,35
35,259,300,20779.31468,20888.61509,5199.775142,5349.806527,151.1352429,0,0,True,35
35,261,300,30296.59347,30173.12703,8163.862896,9219.921195,1218.835822,0,0,True,35
35,262,300,34730.08512,34653.24801,8781.244163,9222.255915,476.2156075,0,0,True,35
35,179,300,31456.55838,31206.65565,8018.331404,8404.339722,405.9084111,0,0,True,35
35,218,300,26732.17327,26734.38386,6555.23139,6908.514115,355.8745649,0,0,True,35
36,185,300,27862.80045,27920.47928,6610.505647,6722.637051,112.7065562,0,0,True,36
36,252,300,47953.75748,48064.15881,11519.27573,11765.97289,250.8961228,0,0,True,36
36,180,185,21341.31361,21164.39092,5877.714809,6277.897565,444.3931338,0,0,True,36
36,220,300,24880.36315,24907.54586,5821.116039,5887.159369,66.61848177,0,0,True,36
36,173,300,35009.37755,35122.22,8514.036133,8746.653506,234.0994337,0,0,True,36
36,243,300,38255.34788,38413.11545,11583.72785,12479.06905,1008.248203,0,0,True,36
36,272,300,56494.30955,56559.67991,13246.64505,13343.65733,97.20881534,0,0,True,36
36,144,167,22580.54179,22634.84056,6156.64475,6457.671754,329.1867263,0,0,True,36
36,263,300,44202.05793,44386.21411,10987.8981,11182.55396,197.2830842,0,0,True,36
36,256,300,41394.664,40476.46677,11822.44266,12885.7255,1196.732703,0,0,True,36
36,251,300,32236.37229,32359.15002,7826.290461,8004.342381,179.0273957,0,0,True,36
36,235,300,24376.24317,24420.6244,5789.857851,5862.375435,72.5324403,0,0,True,36
36,241,300,32334.27036,32400.02038,7658.748156,7750.540331,92.52659136,0,0,True,36
36,245,300,36006.99326,35898.08854,8614.697228,8849.954648,242.1395491,0,0,True,36
36,245,300,33380.02127,33688.22103,9080.099644,9723.553182,684.7288742,0,0,True,36
36,231,300,46738.04191,46604.20327,11569.07365,12009.21157,484.132009,0,0,True,36
36,261,300,32962.73656,33030.29894,7926.48509,8037.381379,111.4656242,0,0,True,36
36,191,279,44229.86228,43920.67217,10964.09215,11437.95575,491.3930206,0,0,True,36
36,247,300,24755.82888,24840.55648,5975.382786,6129.937235,155.9736096,0,0,True,36
36,233,300,39651.6313,39683.60371,11287.70873,12043.47787,850.4942209,0,0,True,36
36,265,300,30561.3989,30664.05387,7331.561853,7530.658349,206.7031139,0,0,True,36
